"Date","Price","Open","High","Low","Vol.","Change %"
"01/30/2023","7.5248","7.5548","7.6248","7.4423","","0.33%"
"01/27/2023","7.4998","7.4823","7.5323","7.4423","","-0.33%"
"01/26/2023","7.5248","7.3873","7.5773","7.3798","","1.52%"
"01/25/2023","7.4123","7.3848","7.4598","7.3698","","0.92%"
"01/24/2023","7.3448","7.2348","7.3873","7.1973","","2.01%"
"01/23/2023","7.1998","7.3623","7.3823","7.1248","","-2.90%"
"01/20/2023","7.4148","7.3098","7.4198","7.2798","","0.95%"
"01/19/2023","7.3448","7.3873","7.4848","7.3423","","-1.08%"
"01/18/2023","7.4248","7.4873","7.5998","7.4023","","-1.23%"
"01/17/2023","7.5173","7.3773","7.5573","7.2873","","1.08%"
"01/13/2023","7.4373","7.4423","7.4823","7.3773","","0.13%"
"01/12/2023","7.4273","7.3848","7.4698","7.2373","","0.37%"
"01/11/2023","7.3998","7.2798","7.4198","7.2648","","1.23%"
"01/10/2023","7.3098","7.3648","7.3948","7.2073","","-1.42%"
"01/09/2023","7.4148","7.4523","7.5723","7.4073","","-0.27%"
"01/06/2023","7.4348","7.4798","7.5673","7.4323","","-0.44%"
"01/05/2023","7.4673","7.4673","7.5173","7.3648","","0.17%"
"01/04/2023","7.4548","7.7373","7.7598","7.4423","","-3.87%"
"01/03/2023","7.7548","7.9198","7.9423","7.6998","","-2.08%"
"12/30/2022","7.9198","7.7798","7.9873","7.7148","","2.33%"
"12/29/2022","7.7398","7.8348","7.8648","7.6573","","-1.46%"
"12/28/2022","7.8548","7.7723","7.8723","7.7073","","1.42%"
"12/27/2022","7.7448","7.7598","7.8423","7.7073","","-0.19%"
"12/23/2022","7.7598","7.6598","7.7798","7.6573","","1.80%"
"12/22/2022","7.6223","7.6973","7.7673","7.5823","","-0.72%"
"12/21/2022","7.6773","7.5448","7.7448","7.5098","","2.30%"
"12/20/2022","7.5048","7.5373","7.6123","7.4473","","0.27%"
"12/19/2022","7.4848","7.5523","7.5673","7.3873","","-0.66%"
"12/16/2022","7.5348","7.6073","7.6398","7.5123","","-0.50%"
"12/15/2022","7.5723","7.4998","7.6673","7.4548","","1.07%"
"12/14/2022","7.4923","7.4473","7.5148","7.3773","","-0.20%"
"12/13/2022","7.5073","7.6298","7.6898","7.5023","","-0.53%"
"12/12/2022","7.5473","7.4298","7.5973","7.4123","","2.79%"
"12/09/2022","7.3423","7.4748","7.5248","7.3073","","-1.61%"
"12/08/2022","7.4623","7.4873","7.5548","7.3773","","-0.43%"
"12/07/2022","7.4948","7.2848","7.5573","7.2623","","2.81%"
"12/06/2022","7.2898","7.4098","7.4298","7.2373","","-1.35%"
"12/05/2022","7.3898","7.6423","7.6673","7.3398","","-2.89%"
"12/02/2022","7.6098","7.7673","7.7798","7.5573","","-2.81%"
"12/01/2022","7.8298","7.8948","7.9548","7.8123","","-1.57%"
"11/30/2022","7.9548","7.8573","7.9898","7.8273","","1.79%"
"11/29/2022","7.8148","7.8348","7.9173","7.7798","","0.10%"
"11/28/2022","7.8073","7.8573","7.9098","7.7348","","-2.04%"
"11/25/2022","7.9698","8.1348","8.1998","7.9623","","-2.03%"
"11/23/2022","8.1348","8.0748","8.1698","8.0023","","0.37%"
"11/22/2022","8.1048","8.1673","8.2448","8.0923","","-0.95%"
"11/21/2022","8.1823","8.2148","8.2698","8.0448","","-0.46%"
"11/18/2022","8.2198","8.2898","8.3398","8.1873","","-0.36%"
"11/17/2022","8.2498","8.3148","8.3398","8.1473","","-1.46%"
"11/16/2022","8.3723","8.3823","8.3823","8.2273","","-1.27%"
"11/15/2022","8.4798","8.3798","8.6048","8.1998","","1.16%"
"11/14/2022","8.3823","8.3123","8.4773","8.2623","","0.36%"
"11/11/2022","8.3523","8.3206","8.3950","8.2110","","1.18%"
"11/10/2022","8.2553","8.2917","8.3720","8.1714","","-0.29%"
"11/09/2022","8.2795","8.4776","8.5183","8.2724","","-2.47%"
"11/08/2022","8.4893","8.6894","8.7608","8.4582","","-2.08%"
"11/07/2022","8.6700","8.5931","8.8494","8.5495","","-0.24%"
"11/04/2022","8.6905","8.6546","8.7648","8.5521","","0.86%"
"11/03/2022","8.6162","8.6136","8.7033","8.4855","","-0.65%"
"11/02/2022","8.6725","9.2261","9.2415","8.5931","","-6.26%"
"11/01/2022","9.2517","8.9698","9.2594","8.8955","","2.30%"
"10/31/2022","9.0441","9.0031","9.0903","8.7571","","6.39%"
"10/28/2022","8.5008","8.5547","8.5623","8.4342","","-1.10%"
